3385901925	2020-01-09T11:54:54.000Z	1215240526599008256	Terrible situation.  Don’t go out there without a beacon.  Know your terrain.  I almost feel like reporters that work in the mountains that cover these tragedies should take a basic avy course so they can avoid using improper language 	{'place_id': '00c39537733fa112'}
176676382	2020-01-09T10:49:56.000Z	1215224179227811840	Waiting for chick fila breakfast then I’ll go to work	{'place_id': '011add077f4d2da3'}
60358919	2020-01-09T10:48:52.000Z	1215223910171664386	  Instead of using guys as your reference, why not ask the girls you went to school with?	{'place_id': '011add077f4d2da3'}
170098122	2020-01-09T10:21:51.000Z	1215217110210707462	How will they make money? You wonder if they both didn’t go to school or Meghan wasn’t making money before she met Harry. 	{'place_id': 'fa3435044b52ecc7'}
2649639493	2020-01-09T08:26:20.000Z	1215188040118870021	Those W0’s going out to all y’all who was in my business all year 	{'place_id': '011add077f4d2da3'}
1309883948	2020-01-09T05:41:41.000Z	1215146604291817473	bitches go to college for criminal justice & be dating the criminal. ok angela valdez 😂😂😂😂😂	{'place_id': '002e24c6736f069d'}
734389771	2020-01-09T05:37:50.000Z	1215145634904317953	I’ve had the last 0 days off and now I gotta go to work for the next 0 days 😖	{'place_id': '002e24c6736f069d'}
894596619227811845	2020-01-09T04:38:21.000Z	1215130665592684544	My mom lost her good paying job after my brother was born premature. She took the opportunity to go back to school for nursing and got a part time job. Shortly after we fell behind on the bills. We were both both working while going to school full time. Due to this she had to	{'place_id': '00c55f041e27dc51'}
2906365371	2020-01-09T04:31:34.000Z	1215128959739924480	*BACK TO SCHOOL*KARIMA EDUCATIONAL  COMPLEX. Wish to inform the general public *CLASSES WILL RESUME JANUARY 0TH, 0* *Admission In Progress*Call Now +0Locate  us at Asebi-Kumasi near Karima junction. For details visit  	{'place_id': '011add077f4d2da3'}
22074712	2020-01-09T04:19:20.000Z	1215125878616838145	My friend told me he didn’t want to go out for dinner because he’s trying to save but also, at the same time, showed me his new Monclear jacket that was “a steal” at $0 🥴	{'place_id': '01a9a39529b27f36'}
32958693	2020-01-09T03:46:56.000Z	1215117728639528960	I’m about to go out in the cold to get more water and food to make 🥶🥶 wish me luck 🙏🏿 0°	{'place_id': '002e24c6736f069d'}
68194357	2020-01-09T03:36:36.000Z	1215115128099823616	When I was 0, Ray Kroc offered me a job a year hence, as a live-on crew member on his yacht that included a mini-McDonald’s, if I decided I’d rather do that than go to college. 	{'place_id': '01a9a39529b27f36'}
14148613	2020-01-09T03:08:22.000Z	1215108021338169347	Artists be like....No one is coming to find you. Go out. Do the work, and be ready to find. .Don’t complain about lack of opportunities. Even if you put in 0 minutes a day on researching and contacting, you… 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.0064, 40.7142]}}
29902828	2020-01-09T03:01:29.000Z	1215106290655076353	* WOW! He ain't have to go out like that. 	{'place_id': 'edd2aa964fa61ec9'}
29902828	2020-01-09T02:54:36.000Z	1215104556989702145	* The Mistress going out the employee entrance would have been really bad. 	{'place_id': 'edd2aa964fa61ec9'}
509001090	2020-01-09T02:13:57.000Z	1215094325459156992	I don’t know why I keep thinking about going back to school for 0 more year for a masters. I’m so not doing that.	{'place_id': 'b87b05856ab8dbd8'}
969755418875645952	2020-01-09T01:57:50.000Z	1215090270519296000	Congratulations to  for achieving 0% attendance (year to date)!!! Rovina has a full time job and is coming to school everyday. She is working very hard to earn her HSE. Not only is She is a great student but she helps her peers and adds so much joy to our class 💖 	{'place_id': '684ceb6509d97b6c'}
1736855654	2020-01-09T01:30:55.000Z	1215083498115039234	the best new twitter guy is “uh i have a PhD in this so i’d like to set the record straight”, PhD in what bitch, dumbass twitter arguments over harry potter and the TikTok mansion?? They need to invent a 0nd sequel to college w/ even more papers about papers so you can read those	{'place_id': '002e24c6736f069d'}
409693411	2020-01-09T01:24:45.000Z	1215081943014019072	  No you white boys  do not get to pass moral judgement on Ilhan. Sorry. She went through a war asshole.You know nothing about PTSD or diagnosing of people with it. Wrap yourself in the flag, but we are going to work. To make you unemployed.  	{'place_id': '01a9a39529b27f36'}
201552886	2020-01-09T01:16:58.000Z	1215079988212441094	Bruh, I know guys do this and that's totally cool, but I can't post a photo of me in someone else's car. If I post it, I'm gonna tag the owner or let you know it was rented so if we go out on a date, I will NOT be pulling up in that! 🤷🏻‍♂️😂	{'place_id': '53c4c0f31bd9e72b'}
953761175535325184	2020-01-09T01:02:25.000Z	1215076324169211906	Trump making sure he going out wit a bang smh	{'place_id': '011add077f4d2da3'}
3367004753	2020-01-09T00:59:39.000Z	1215075627889348608	I’m being forced to go out help :(	{'place_id': '002e24c6736f069d'}
32958693	2020-01-09T00:51:38.000Z	1215073612836806664	I’m really thinking about going out and running even tho it’s 0° outside 🥶🥶 I’m not feeling too well and they only way I do feel better, is when I take deep breathes 😫🙃 pray for me 🙏🏿🙏🏿 	{'place_id': '002e24c6736f069d'}
233025078	2020-01-09T00:30:25.000Z	1215068272862941184	So I love NY bc I can go out by myself without feeling weird or lonely..	{'place_id': '01a9a39529b27f36'}
50179868	2020-01-09T00:23:21.000Z	1215066493190361092	I got busy 😩 but yes I was going to go out with him again. 	{'place_id': '01a9a39529b27f36'}
513901881	2020-01-09T00:18:39.000Z	1215065310132305921	0pm- 0pm for sure. You literally miss out the whole day, trains and buses is fucked up at 0. Once you go home you basically just wake up to go to work 	{'place_id': '002e24c6736f069d'}
60383887	2020-01-09T00:10:27.000Z	1215063248829132802	If I go to work on my day off I will make my OT I want and I wouldn't have to stay at work late	{'place_id': '926fea31818e07d2'}
2193662098	2020-01-10T23:58:06.000Z	1215784913833811968	In 0th grade i brought a woopie cushion to school n was fking w my science teacher (who hated me) when my dean called me into her office she pulled out the woopie cushion I started dying n said “cmon that was good” I got detention for 0 days 	{'place_id': '002e24c6736f069d'}
60232390	2020-01-10T23:56:31.000Z	1215784514624139264	I ain’t going out sad. Not this year.	{'place_id': '011add077f4d2da3'}
2238423109	2020-01-10T23:46:03.000Z	1215781884250284034	I need a nap before going out tonight and I don’t even have time to do that 😭	{'place_id': '002e24c6736f069d'}
590127445	2020-01-10T23:41:32.000Z	1215780747212218368	Debating on going out but do I really wanna be dead for work at 0am tomororw 🤔	{'place_id': '19d790a2eb34f4e9'}
999702794344058880	2020-01-10T23:37:28.000Z	1215779720341676032	 Nobody is playing w you. We going out	{'place_id': 'fa3435044b52ecc7'}
92723564	2020-01-10T23:27:25.000Z	1215777191935586304	I wanna go out tonight🥴its a likkle warmer than usual	{'place_id': '011add077f4d2da3'}
883343376187351040	2020-01-10T23:17:50.000Z	1215774782807052290	More Kitten Photos before I go back to School. 	{'place_id': '38718ccc91e76508'}
2856132394	2020-01-10T23:07:15.000Z	1215772119344254978	 Let’s go send some deserving young lady to college with a bunch of singles🤣🤣😂🤣😂🤣😂	{'place_id': '858cec499f8adba6'}
75668277	2020-01-10T22:55:20.000Z	1215769117652856832	Just finished my Friday apt cleaning like I would do in Puerto Rico so my Dad wouldn't have anything to say about me going out. How many of you remember that! La casa tiene que estar limpia si quieren salir! I hated to hear that, but as an adult I take it to heart.Huele fresco😜	{'place_id': '011add077f4d2da3'}
2501041534	2020-01-10T22:54:11.000Z	1215768830133383174	It’s  week and no better way to end a Friday than with our Deputy Bronx Borough President at the  There’s still time to go out & enjoy the Best of Bronx Cuisine until January 0th. For more information visit  	{'place_id': '002e24c6736f069d'}
2540137254	2020-01-10T22:49:43.000Z	1215767705678163972	  Students who play sports are more likely to graduate & go to college but in 0 years you have stubbornly refused to give Black & Latinx students equal access to        	{'place_id': 'b87b05856ab8dbd8'}
373944108	2020-01-10T22:41:25.000Z	1215765614897369093	 why are resources needed?  Are resources needed to buy votes?  I am at a loss.If us voters were able to self actualize would there be any need for 'resources'?Why politician need to send children to school?, bury dead? Start business?	{'place_id': '011add077f4d2da3'}
2866613085	2020-01-10T22:12:11.000Z	1215758260189499393	not ready to go back to school yet 💆🏾‍♂️	{'place_id': '01a9a39529b27f36'}
1021913296771923968	2020-01-10T21:54:01.000Z	1215753687416627204	I really don’t wanna go to work today... it’s only 0 hours and it’s closing 😔 I just wanna stay home but now I gotta get ready before I’m late	{'place_id': '00c39537733fa112'}
719522041	2020-01-10T21:46:51.000Z	1215751883425558535	My energy the next time I go out there 	{'place_id': '01a9a39529b27f36'}
1082014090879488000	2020-01-10T21:25:15.000Z	1215746448794570752	i hate when i have to put my hair in a bun to go out in public, i feel like such a bird	{'place_id': '01a9a39529b27f36'}
547260889	2020-01-10T21:24:03.000Z	1215746145844170752	    The people that go out the least have the most to say...interesting	{'place_id': '01a9a39529b27f36'}
2183148738	2020-01-10T21:22:52.000Z	1215745848895733760	  mannnnnnnnn get the whole f*ck out of here with that. It has nothing to do with political affiliation. If you consistently go out of your way to piss off the Gator fan base, and then one day you get your comeuppance, I’m not going to let it go. Maybe this will teach him humility.	{'place_id': '2ee2a9232db9851a'}
2971725261	2020-01-10T21:18:04.000Z	1215744641397612544	y do i deadass pack my entire life every time i go back to school. It’s annoying, i need to stop	{'place_id': '7c09539af94ab80b'}
19203954	2020-01-10T21:05:18.000Z	1215741429164773376	Like add that to his story?He beat cancer, a M charge, being a one-hit-wonder, has like 0 kids with whom he all loves, throws nasty ass parties, is from Louisiana's second city.... and goes back to school	{'place_id': '01a9a39529b27f36'}
19203954	2020-01-10T21:04:08.000Z	1215741134330351617	Bro what if boosie goes to college, just to be a kappa, and ends up getting a damn degree?	{'place_id': '01a9a39529b27f36'}
242426408	2020-01-10T20:33:36.000Z	1215733449346121728	does this mean we’re not going out Sunday..... 	{'place_id': '96af18411a813391'}
1028030154801643520	2020-01-10T20:26:30.000Z	1215731663680000000	All the love to moms for keeping us together and all to college! Single mother’s are the real hustlers 	{'place_id': '9d22866e11c9b6b7'}
333611612	2020-01-10T20:21:02.000Z	1215730287587532802	I work more then I go out that’s why I’m always posting when I’m at work lol	{'place_id': '00c39537733fa112'}
555524991	2020-01-10T20:19:44.000Z	1215729960612134912	 I tried man, 0 duffy’s full every Wednesday up @ 0 Am zero why to school at 0 and slang some dough 🤣 I still have a list of people that owe me money smh . I was too nice with the IOU’s	{'place_id': '7c09539af94ab80b'}
434509327	2020-01-10T20:19:27.000Z	1215729891427135489	me: every white person i went to college with: 	{'place_id': '00c39537733fa112'}
114317073	2020-01-10T20:15:37.000Z	1215728924602380288	Might Be “On My Way To School” & “Need A Sign” Most Relatable 	{'place_id': '002e24c6736f069d'}
63200519	2020-01-10T20:14:34.000Z	1215728661866872832	Won’t hit me till I don’t see him anymore. Shonda please don’t have my boy go out tragically. 	{'place_id': '011add077f4d2da3'}
179107642	2020-01-10T20:09:57.000Z	1215727499197538304	Boy I’m so excited starting next week I’ll be able to have a social life I’ll be able to go out again 😭😭 can’t wait	{'place_id': 'fa3435044b52ecc7'}
2463799683	2020-01-10T19:41:05.000Z	1215720233387941889	Stop lying to your friends. If they shit wack let them know. Im not gonna let bro go out there and look crazy cus I’m scared to tell him his shit wack!!	{'place_id': '01a9a39529b27f36'}
734359142345887744	2020-01-10T19:40:41.000Z	1215720132330315776	Day 0: What a spread of colleges represented at  We come prepared to brace the next generation for the road to college that awaits them.  |  |  |  |  |  	{'place_id': '07d9db0bbac80000'}
967499490646208514	2020-01-10T19:39:24.000Z	1215719809964486656	We can't teach empty seats. Music programs help bring students to school and that is a fact!    	{'place_id': '002e24c6736f069d'}
436756022	2020-01-10T19:35:36.000Z	1215718855835824129	Taking my baby back to college is never an easy thing to do. Dom is off to finish his Jr year in         belladoliva_by_la_marchesi … 	{'coordinates': {'type': 'Point', 'coordinates': [-74.17033195, 40.6901405]}, 'place_id': 'fa3435044b52ecc7'}
2764122291	2020-01-10T19:29:59.000Z	1215717439037636614	wish my flight back to school was for this weekend 😭	{'place_id': '00c39537733fa112'}
59371690	2020-01-10T19:27:06.000Z	1215716715356618753	I’ll never forget when shit was slow for me in life a lil bit so I didn’t have nothing to wear to go back to school after Christmas break and this nigha  gave me a WHOLE fit + more.  🤞🏽	{'place_id': 'd5140ca0d08eadc7'}
33708847	2020-01-10T19:12:31.000Z	1215713044845727744	Got my period in grade 0, age 0. Currently 0. That’s 0yrs/0 months I’ve had my period + no option BUT to have products to deal with my period so I could go to school/work. It’s NOT an option to go without. We have members of our community without the means. You can help. 👇 	{'place_id': '01a9a39529b27f36'}
1653917538	2020-01-10T19:09:36.000Z	1215712311798910976	Niggas will really say this & still go out & but food they jus want YOU to eat it 	{'place_id': '01a9a39529b27f36'}
2540137254	2020-01-10T18:48:33.000Z	1215707013025607680	       Students who play sports are more likely to graduate & go to college, but  &  have chosen to maintain the same systems  that deny equal access to Black & Latinx students while using misleading data to understate the problem. 	{'place_id': '002e24c6736f069d'}
2540137254	2020-01-10T18:48:16.000Z	1215706943710429185	            Students who play sports are more likely to graduate & go to college, but  &  have chosen to maintain the same systems  that deny equal access to Black & Latinx students while using misleading data to understate the problem. 	{'place_id': '002e24c6736f069d'}
2540137254	2020-01-10T18:47:21.000Z	1215706713711632384	                     Students who play sports are more likely to graduate & go to college, but  &  have chosen to maintain the same systems  that deny equal access to Black & Latinx students while using misleading data to understate the problem. 	{'place_id': '002e24c6736f069d'}
2540137254	2020-01-10T18:46:49.000Z	1215706579506552832	       Students who play sports are more likely to graduate & go to college, but  &  have chosen to maintain the same systems  that deny equal access to Black & Latinx students while using misleading data to understate the problem. 	{'place_id': '002e24c6736f069d'}
2540137254	2020-01-10T18:46:30.000Z	1215706498833227776	      Students who play sports are more likely to graduate & go to college, but  &  have chosen to maintain the same systems  that deny equal access to Black & Latinx students while using misleading data to understate the problem. 	{'place_id': '002e24c6736f069d'}
2540137254	2020-01-10T18:46:18.000Z	1215706447214006273	       Students who play sports are more likely to graduate & go to college, but  &  have chosen to maintain the same systems  that deny equal access to Black & Latinx students while using misleading data to understate the problem. 	{'place_id': '002e24c6736f069d'}
2540137254	2020-01-10T18:46:09.000Z	1215706409398145026	  Students who play sports are more likely to graduate & go to college, but  &  have chosen to maintain the same systems  that deny equal access to Black & Latinx students while using misleading data to understate the problem. 	{'place_id': '002e24c6736f069d'}
2540137254	2020-01-10T18:46:02.000Z	1215706378775547910	  Students who play sports are more likely to graduate & go to college, but  &  have chosen to maintain the same systems  that deny equal access to Black & Latinx students while using misleading data to understate the problem. 	{'place_id': '002e24c6736f069d'}
2540137254	2020-01-10T18:45:52.000Z	1215706336614326272	      Students who play sports are more likely to graduate & go to college, but  &  have chosen to maintain the same systems  that deny equal access to Black & Latinx students while using misleading data to understate the problem. 	{'place_id': '002e24c6736f069d'}
2540137254	2020-01-10T18:45:44.000Z	1215706304787963907	    Students who play sports are more likely to graduate & go to college, but  &  have chosen to maintain the same systems  that deny equal access to Black & Latinx students while using misleading data to understate the problem. 	{'place_id': '002e24c6736f069d'}
2540137254	2020-01-10T18:45:34.000Z	1215706264380084230	  Students who play sports are more likely to graduate & go to college, but  &  have chosen to maintain the same systems  that deny equal access to Black & Latinx students while using misleading data to understate the problem. 	{'place_id': '002e24c6736f069d'}
2540137254	2020-01-10T18:42:46.000Z	1215705558097047552	         Students who play sports are more likely to graduate & go to college, but  &  have chosen to maintain the same systems  that deny equal access to Black & Latinx students while using misleading data to understate the problem. 	{'place_id': '002e24c6736f069d'}
56720315	2020-01-10T18:29:55.000Z	1215702323886022657	All my personalities debating on whether to go out or stay in. 	{'place_id': '01a9a39529b27f36'}
429539863	2020-01-10T18:03:28.000Z	1215695666447638528	With nearly 0 years experience, I present to you my  tips:- go out on Monday and get yourself a full array of snacks for your hotel room- after the first 0-or-so drinks, no one will remember when you left the party- try to work out in the mornings to feel halfway human 	{'place_id': '01a9a39529b27f36'}
33538291	2020-01-10T18:00:48.000Z	1215694995996532736	 Oh we going out OUT. So be TF READY!	{'place_id': '011add077f4d2da3'}
184905639	2020-01-10T17:47:31.000Z	1215691656206409730	i do not like going out with cheap ass people bro .	{'place_id': '00c39537733fa112'}
3442678401	2020-01-10T17:29:41.000Z	1215687165323235330	"""People think I like partying, but I actually don't like going out. I'm a homebody. I like chilling in with friends and playing PlayStation 0 Pro Evolution Soccer."" ~ Tinchy Stryder "	{'place_id': '01a9a39529b27f36'}
2409440468	2020-01-10T17:26:25.000Z	1215686345605165059	Friday Oracle card pull for January 0: “the Art of Seduction“ – I don’t know about you but I think it’s a good weekend to use some crafty and sensual skills and go out and play! You deserve it! Time to be a little… 	{'coordinates': {'type': 'Point', 'coordinates': [-74.0064, 40.7142]}, 'place_id': '01a9a39529b27f36'}
35958150	2020-01-10T17:22:53.000Z	1215685455171158017	Excited for Mexico but my mom is mad scared for me to go out there 🤣	{'place_id': '002e24c6736f069d'}
911247290244960258	2020-01-10T17:20:47.000Z	1215684927083237382	Checking out the Amazon fulfillment center in Edison today with this crew! One year at Amazon and they will pay for you to go to college.   	{'place_id': '0df765ea63154001'}
2619728153	2020-01-10T17:18:42.000Z	1215684403197812740	    You clearly didn’t read their site which explains they are still going to work for the crown.	{'place_id': '01a9a39529b27f36'}
2256991388	2020-01-10T16:56:23.000Z	1215678786634764294	    How many  students have student Metrocards and have their routes to school been examined in  ?	{'place_id': '00c39537733fa112'}
144646293	2020-01-10T16:52:23.000Z	1215677778034659328	A CRE-S model for Mindfulness in Education!!  Whole country needs to know about this work!! Mindfulness of “I’m going to college!!!        	{'place_id': '01a9a39529b27f36'}
4744552306	2020-01-10T16:36:47.000Z	1215673854674317314	Friday are leg days for me. The whole gym be empty due to niggad wanting to go out today lol &gt; 	{'place_id': '01a9a39529b27f36'}
3037977183	2020-01-10T16:29:33.000Z	1215672035210416128	For real! 😭 Even though I’m in break still, I’m not ready to go back to school 💆🏽‍♂️ 	{'place_id': '01a9a39529b27f36'}
710650597700018176	2020-01-10T15:53:35.000Z	1215662983403188228	I stuck a rubber popper (suction cup toy) on my head, forgot it was on and fell asleep. Next day, woke up w/ huge purple welt on my forhead. Mom made me go to school, my classmates AND teachers roasted me all fucking day. Got detention for being a “distraction” to others.🤡 	{'place_id': '01a9a39529b27f36'}
400368307	2020-01-10T15:50:45.000Z	1215662270493220864	 that’s them niggas, i’ll rather trap or just go to work 😂	{'place_id': '858cec499f8adba6'}
1330496436	2020-01-10T15:45:42.000Z	1215660999488999424	Ohhh boyyyyy I gotta go to work	{'place_id': 'b046074b1030a44d'}
47164538	2020-01-10T15:42:26.000Z	1215660174129713153	 you hit  with Major Facts. When he went to the Warriors, it was like winning 0-0. You couldn't beat the bully, so when you went to school, you automatically gave him your lunch money!! Fraud Champ and  know it!!!!	{'place_id': '926fea31818e07d2'}
220359420	2020-01-10T15:41:20.000Z	1215659899486711808	Justin Bieber is going out so sad	{'place_id': '01a9a39529b27f36'}
50179868	2020-01-10T15:38:00.000Z	1215659061947006977	I just don’t like to see the ladies beg and going out sad.	{'place_id': '01a9a39529b27f36'}
40085651	2020-01-10T15:37:53.000Z	1215659031576092673	 This reads very townie who is made at everyone else for going off to college	{'place_id': 'b046074b1030a44d'}
139921265	2020-01-10T15:01:12.000Z	1215649801070612480	T-shirts arrived and should go out shortly to you 	{'place_id': '39411d80c106aa80'}
1155507520590495744	2020-01-10T14:57:03.000Z	1215648754549870592	good morning here’s a video I just took of a plane that I wasn’t on because I’m going to work and working sucks! amazing! 	{'place_id': '00c39537733fa112'}
1093682742791979014	2020-01-10T14:34:39.000Z	1215643116239302657	 account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.	{'place_id': '01a9a39529b27f36'}
236301009	2020-01-10T14:22:36.000Z	1215640085388984321	What are good spots to go out in Santiago 🧐	{'place_id': '002e24c6736f069d'}
21209074	2020-01-10T14:14:51.000Z	1215638134534426625	 Have been pushing the idea of learning a trade. Told him if I could do it all over I’d have been a plumber. Can always go to College later in life if it’s important to him	{'place_id': 'ca9ec2cf795362f4'}
543409660	2020-01-10T14:02:35.000Z	1215635049745387521	 Same!!!! I will go out of my way to say hello to a pup... 🐶🐾♥️	{'place_id': '00c55f041e27dc51'}
46409042	2020-01-10T13:29:24.000Z	1215626696319295488	Don’t go to work Daddy    idratherbewithmydog @ Yonkers, New York 	{'coordinates': {'type': 'Point', 'coordinates': [-73.8644, 40.9415]}, 'place_id': 'b87b05856ab8dbd8'}
1636946972	2020-01-10T13:12:54.000Z	1215622543488569349	Is there anything more glorious than the five minutes of pure silence that ensues after the front door closes as your kids leave for their walk to school?	{'place_id': '70fe8717f15ac7ec'}
2822946202	2020-01-10T12:23:30.000Z	1215610113773490176	No American needs to stay home a true patriot  we'll go out and vote for America and show these Progressive communist what America is all about 	{'place_id': '00c39537733fa112'}
169342889	2020-01-10T12:17:01.000Z	1215608480226332672	If you want it badly enough you’ll go out of your way for it.	{'place_id': '011add077f4d2da3'}
55390754	2020-01-10T11:17:15.000Z	1215593439993253888	Used to go to school by this station. Nothing but Black n Brown kids. To put all these cops here is an act of terrorism and it needs to be stopped 	{'place_id': '011add077f4d2da3'}
88987906	2020-01-10T09:32:44.000Z	1215567137449955328	  While I agree Nido isnt it. Hes the backup. Mets arent going out and signing anyone cause again they feel resources should be allocated elsewhere. And as for bullpen I think they have 0 more move in there.	{'place_id': '011add077f4d2da3'}
1250776758	2020-01-10T07:36:07.000Z	1215537791712595969	My boss gave me free shots at work so mathematically I had to go out & party	{'place_id': '01a9a39529b27f36'}
24999101	2020-01-10T05:33:04.000Z	1215506824599871488	 From this, does it mean then someone meets *you* for a date, the only correct form of transportation to go out in is a tandem bicycle? 🙃	{'place_id': '011add077f4d2da3'}
42057359	2020-01-10T05:29:52.000Z	1215506020597891074	    It's weird to see no difference between the guy who pardons war criminals and the one who wants your children to go to college without crushing debt	{'place_id': 'b046074b1030a44d'}
473504980	2020-01-10T04:40:03.000Z	1215493483500396544	The craft is a perfect movie. I remember going to school thinking i was the coolest emo bitch ever 	{'place_id': '011add077f4d2da3'}
40591067	2020-01-10T04:07:38.000Z	1215485324480131072	A goalie goal may be one of the things I want to see the most at a live game that I’ve never seen. I would absolutely go out of my mind 	{'place_id': '011add077f4d2da3'}
283483589	2020-01-10T03:54:07.000Z	1215481923298119680	I will listen to college drop out over the new one anyday.	{'place_id': 'fa3435044b52ecc7'}
797984548751544320	2020-01-10T03:44:10.000Z	1215479418623352832	To say “No” to people when they ask me to go out😫😭 	{'place_id': '002e24c6736f069d'}
486226561	2020-01-10T03:30:14.000Z	1215475910700412934	Fuck with who fuck with you, don’t go out ya way to show love when it’s not wanted. I’m hoodied up rest of the season, if we gone eat together let’s eat together. If petty politics what effects it let me do this on my own. I’m bad on my own, I’m good on my own.	{'place_id': '559cf1d51980ff42'}
885160904479920128	2020-01-10T03:00:03.000Z	1215468316388622336	 My blessing and prayers go out this dude and his fellow soldiers. Be safe be sharp !	{'place_id': '44453d2ae8e47fd5'}
2500079166	2020-01-10T02:35:40.000Z	1215462179371212801	I basically work full time and go to school full time lmaooooo we getting this done 	{'place_id': '002e24c6736f069d'}
318791501	2020-01-10T02:16:39.000Z	1215457395113189378	Sometimes I want to shout:I don’t have a sugar daddy, I’ve never had a sugar daddy, if I wanted a sugar daddy YES I probably could go out and get one. Because I am what? SICKENING. You could never have a sugar daddy, because you are not that kind of girl.👏🏽👏🏽👏🏽	{'place_id': '01a9a39529b27f36'}
24335591	2020-01-10T02:13:17.000Z	1215456547733680128	Wore timbs to school in the winter... catholic schools are retarded 	{'place_id': '002e24c6736f069d'}
63327720	2020-01-10T02:00:37.000Z	1215453357298659328	  Thinking about the monthly payment and not the bottom line... How long are you going to work for that Canada Goose??	{'place_id': '00c39537733fa112'}
123213902	2020-01-10T01:46:21.000Z	1215449770220761090	WE all ending up going to alternative school for like the first semester of our 0th grade year and we was on probation when we when back to school. All because I snitch.... but I learn my lesson once I started scamming.	{'place_id': '01a9a39529b27f36'}
123213902	2020-01-10T01:44:42.000Z	1215449352736583680	I got drunk in 0th grade while skipping school for the first time. Somehow we ending up back to school and I when to class acting like I was mad drunk but I was just a lil drunk and my teacher call me out.... I end up snitching on everyone that was with me and we all got... 	{'place_id': '01a9a39529b27f36'}
3290203221	2020-01-10T01:28:31.000Z	1215445282873200640	Thoughts and prayers going out to Australia...I loved that country and all the Epic wildlife!  So sad to see the fires....     … 	{'coordinates': {'type': 'Point', 'coordinates': [-74.0064, 40.7142]}, 'place_id': '01a9a39529b27f36'}
215028690	2020-01-10T01:15:22.000Z	1215441972653187078	Me and my friends going out for my birthday this weekend 	{'place_id': '011add077f4d2da3'}
15051291	2020-01-10T00:15:08.000Z	1215426815080071170	I’m not supposed to go out on a school night, but there I was, chopping it up with elizabethwarren and  backstage just before their momentous event in Brooklyn. They gave us a more candid edition of… 	{'coordinates': {'type': 'Point', 'coordinates': [-73.957341, 40.64602889]}, 'place_id': '011add077f4d2da3'}
1594703972	2020-01-11T23:34:35.000Z	1216141385897783298	Wanted to go out tonight but there’s no trains that go over there..sooooo	{'place_id': '011add077f4d2da3'}
703283461	2020-01-11T23:32:18.000Z	1216140809894072320	Going out may not be fun for me but choosing my outfit certainly is. 😉😘 	{'place_id': 'a6bb3ed9f8ccb4a2'}
405298132	2020-01-11T23:13:57.000Z	1216136189817827328	A top hat, bowl of noodles, a lightbulb and roses. I’m going out fresh to death on a full stomach 👻 	{'place_id': '011add077f4d2da3'}
482562870	2020-01-11T23:12:35.000Z	1216135849634459649	Isn't She Lovely!HS friends to College Homecoming Trips to Vacays to Support & Love for and from this girl.  YOU'RE THE BEST! Nico & Julia have a wonderful Mama. I thank you for always keeping in touch.… 	{'place_id': '002e24c6736f069d', 'coordinates': {'type': 'Point', 'coordinates': [-73.86237, 40.84891]}}
835681447428116480	2020-01-11T22:59:25.000Z	1216132534347665409	Daughter has to drive back to school at Gonzaga. Snoqualmie Pass is a mess. I am out of town and can’t help. Feels frustrating.	{'place_id': '01a9a39529b27f36'}
2507851	2020-01-11T22:58:59.000Z	1216132425857863680	Seeing 0 before Sydney goes back to college! (@ AMC Clifton Commons 0 -  in Clifton, NJ) 	{'place_id': '7356b662670b2c31', 'coordinates': {'type': 'Point', 'coordinates': [-74.14043688, 40.82865348]}}
1165052282834227200	2020-01-11T22:57:12.000Z	1216131977373454337	 If me and you go out on dates,can I leave my keys in your hijab I'm always losing  don't mind do ya	{'place_id': '00c39537733fa112'}
966820888946425856	2020-01-11T22:55:52.000Z	1216131642718326786	My island in P.R. just can’t catch a break :( prayers all go out. 😔🙏🏽🥺	{'place_id': '07d9db4bc3c87001'}
1965812388	2020-01-11T22:33:09.000Z	1216125924384673797	Everybody go out and support this new issue of Tales of Harrow County: Death’s Choir  from the GREAT  It’ll be in my buy pile! 	{'place_id': '01a9a39529b27f36'}
221166756	2020-01-11T22:25:41.000Z	1216124043092549633	"I'm going to a birthday party tonight at a roof top bar and the depression struggle of ""I should go out so I'm not depressed"" vs ""ugh it's going to be so crowded and full of tourists :( "" is so real"	{'place_id': '00c39537733fa112'}
22727108	2020-01-11T22:24:06.000Z	1216123646491664386	Going out without a jacket in January is a wonderful feeling, but also scares me	{'place_id': '011add077f4d2da3'}
3961874415	2020-01-11T21:38:25.000Z	1216112149417938945	I just wanna know if I’m going to college for no reason 🙄🙄🙄 	{'place_id': 'fa3435044b52ecc7'}
217692294	2020-01-11T21:32:31.000Z	1216110665477316609	We've got a spring weekend in the middle of January. 0°C 🌡🌷. It is a little weird, but also makes going out a little more fun because we don't need a bazillion layers of clothes. Like we went with friends to a party… 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.98624173, 40.74751946]}}
3429214534	2020-01-11T21:29:04.000Z	1216109797059284994	Imagine going to work at CN, and working hard to animate a show that you have no control over how the art style looks. Only to get shit on by some random person on the internet who doesn’t understand how animation works and the difference between art styles and animation	{'place_id': '00edde1d2ec0a4d4'}
